name,path
mark_email_read,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/mark_email_read.svg
sync_lock,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/sync_lock.svg
ring_volume,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/ring_volume.svg
report_problem,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/report_problem.svg
rv_hookup,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/rv_hookup.svg
emoji_events,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/emoji_events.svg
filter_hdr,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/filter_hdr.svg
person_outline,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/person_outline.svg
currency_yen,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/currency_yen.svg
stairs,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/stairs.svg
roofing,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/roofing.svg
5g,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/5g.svg
do_disturb_on,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/do_disturb_on.svg
format_underlined,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/format_underlined.svg
settings_overscan,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/settings_overscan.svg
screen_search_desktop,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/screen_search_desktop.svg
thunderstorm,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/thunderstorm.svg
movie_creation,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/movie_creation.svg
double_arrow,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/double_arrow.svg
video_camera_back,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/video_camera_back.svg
warning,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/warning.svg
forward_5,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/forward_5.svg
note,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/note.svg
call_missed,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/call_missed.svg
add_to_drive,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/add_to_drive.svg
looks_3,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/looks_3.svg
brightness_4,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/brightness_4.svg
edit_location,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/edit_location.svg
abc,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/abc.svg
gpp_bad,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/gpp_bad.svg
insert_emoticon,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/insert_emoticon.svg
diversity_3,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/diversity_3.svg
view_compact_alt,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/view_compact_alt.svg
face,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/face.svg
forum,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/forum.svg
speaker,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/speaker.svg
mail_outline,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/mail_outline.svg
looks_two,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/looks_two.svg
spatial_audio,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/spatial_audio.svg
attachment,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/attachment.svg
monetization_on,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/monetization_on.svg
heart_broken,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/heart_broken.svg
blinds,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/blinds.svg
blur_linear,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/blur_linear.svg
format_line_spacing,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/format_line_spacing.svg
toggle_on,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/toggle_on.svg
fax,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/fax.svg
add_to_home_screen,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/add_to_home_screen.svg
signal_cellular_alt_1_bar,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/signal_cellular_alt_1_bar.svg
mobile_off,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/mobile_off.svg
star_outline,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/star_outline.svg
store,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/store.svg
rss_feed,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/rss_feed.svg
alt_route,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/alt_route.svg
account_balance_wallet,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/account_balance_wallet.svg
grading,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/grading.svg
airlines,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/airlines.svg
folder_open,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/folder_open.svg
local_library,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/local_library.svg
description,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/description.svg
line_style,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/line_style.svg
person_pin_circle,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/person_pin_circle.svg
plus_one,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/plus_one.svg
format_bold,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/format_bold.svg
menu,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/menu.svg
face_5,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/face_5.svg
plumbing,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/plumbing.svg
wifi_calling_3,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/wifi_calling_3.svg
domain_disabled,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/domain_disabled.svg
pending_actions,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/pending_actions.svg
event_note,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/event_note.svg
flip_camera_android,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/flip_camera_android.svg
surround_sound,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/surround_sound.svg
colorize,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/colorize.svg
switch_right,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/switch_right.svg
wrong_location,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/wrong_location.svg
network_ping,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/network_ping.svg
panorama_wide_angle_select,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/panorama_wide_angle_select.svg
auto_fix_off,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/auto_fix_off.svg
extension_off,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/extension_off.svg
fork_right,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/fork_right.svg
monitor_heart,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/monitor_heart.svg
add_a_photo,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/add_a_photo.svg
unfold_more,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/unfold_more.svg
policy,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/policy.svg
format_align_center,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/format_align_center.svg
pending,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/pending.svg
umbrella,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/umbrella.svg
mic_off,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/mic_off.svg
format_align_justify,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/format_align_justify.svg
moped,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/moped.svg
alarm_off,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/alarm_off.svg
vaping_rooms,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/vaping_rooms.svg
signal_cellular_alt,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/signal_cellular_alt.svg
dry_cleaning,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/dry_cleaning.svg
extension,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/extension.svg
north,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/north.svg
garage,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/garage.svg
roller_shades,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/roller_shades.svg
contactless,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/contactless.svg
signal_wifi_4_bar,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/signal_wifi_4_bar.svg
local_police,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/local_police.svg
sim_card_download,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/sim_card_download.svg
toll,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/toll.svg
area_chart,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/area_chart.svg
phone_missed,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/phone_missed.svg
sentiment_neutral,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/sentiment_neutral.svg
picture_in_picture_alt,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/picture_in_picture_alt.svg
folder_copy,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/folder_copy.svg
8mp,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/8mp.svg
savings,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/savings.svg
book,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/book.svg
flip_camera_ios,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/flip_camera_ios.svg
https,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/https.svg
wind_power,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/wind_power.svg
play_circle_filled,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/play_circle_filled.svg
tram,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/tram.svg
castle,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/castle.svg
signal_wifi_connected_no_internet_4,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/signal_wifi_connected_no_internet_4.svg
camera_enhance,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/camera_enhance.svg
filter_7,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/filter_7.svg
flip_to_back,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/flip_to_back.svg
psychology_alt,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/psychology_alt.svg
sentiment_satisfied,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/sentiment_satisfied.svg
arrow_drop_down,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/arrow_drop_down.svg
door_front,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/door_front.svg
pin,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/pin.svg
format_overline,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/format_overline.svg
timer_10,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/timer_10.svg
wifi_tethering_off,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/wifi_tethering_off.svg
network_cell,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/network_cell.svg
signal_wifi_4_bar_lock,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/signal_wifi_4_bar_lock.svg
saved_search,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/saved_search.svg
motion_photos_off,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/motion_photos_off.svg
power,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/power.svg
no_stroller,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/no_stroller.svg
pix,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/pix.svg
wifi_calling,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/wifi_calling.svg
filter_list_off,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/filter_list_off.svg
pattern,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/pattern.svg
network_wifi,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/network_wifi.svg
cable,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/cable.svg
local_airport,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/local_airport.svg
border_clear,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/border_clear.svg
campaign,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/campaign.svg
phonelink_ring,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/phonelink_ring.svg
fullscreen_exit,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/fullscreen_exit.svg
escalator_warning,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/escalator_warning.svg
download_done,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/download_done.svg
18_up_rating,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/18_up_rating.svg
confirmation_number,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/confirmation_number.svg
1k,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/1k.svg
volume_down,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/volume_down.svg
send_to_mobile,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/send_to_mobile.svg
create_new_folder,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/create_new_folder.svg
border_inner,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/border_inner.svg
call_merge,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/call_merge.svg
wifi_tethering,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/wifi_tethering.svg
control_camera,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/control_camera.svg
reviews,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/reviews.svg
app_shortcut,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/app_shortcut.svg
arrow_upward,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/arrow_upward.svg
flash_off,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/flash_off.svg
do_not_disturb_alt,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/do_not_disturb_alt.svg
dynamic_form,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/dynamic_form.svg
devices,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/devices.svg
paid,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/paid.svg
smartphone,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/smartphone.svg
copyright,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/copyright.svg
transform,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/transform.svg
do_disturb,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/do_disturb.svg
headset_mic,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/headset_mic.svg
icecream,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/icecream.svg
add_location,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/add_location.svg
battery_std,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/battery_std.svg
leak_remove,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/leak_remove.svg
free_cancellation,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/free_cancellation.svg
screen_rotation_alt,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/screen_rotation_alt.svg
phone_locked,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/phone_locked.svg
local_post_office,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/local_post_office.svg
margin,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/margin.svg
polymer,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/polymer.svg
question_mark,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/question_mark.svg
burst_mode,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/burst_mode.svg
wrap_text,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/wrap_text.svg
recycling,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/recycling.svg
electric_rickshaw,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/electric_rickshaw.svg
date_range,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/date_range.svg
workspaces,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/workspaces.svg
tungsten,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/tungsten.svg
ad_units,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/ad_units.svg
alarm_add,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/alarm_add.svg
brightness_1,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/brightness_1.svg
candlestick_chart,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/candlestick_chart.svg
sports_esports,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/sports_esports.svg
favorite,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/favorite.svg
delivery_dining,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/delivery_dining.svg
stop_circle,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/stop_circle.svg
signal_wifi_statusbar_null,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/signal_wifi_statusbar_null.svg
egg_alt,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/egg_alt.svg
offline_bolt,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/offline_bolt.svg
close_fullscreen,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/close_fullscreen.svg
minor_crash,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/minor_crash.svg
exposure_neg_2,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/exposure_neg_2.svg
view_module,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/view_module.svg
accessible_forward,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/accessible_forward.svg
qr_code_2,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/qr_code_2.svg
local_cafe,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/local_cafe.svg
wallet,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/wallet.svg
check,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/check.svg
person,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/person.svg
emoji_transportation,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/emoji_transportation.svg
flashlight_off,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/flashlight_off.svg
mobile_screen_share,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/mobile_screen_share.svg
compare_arrows,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/compare_arrows.svg
3p,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/3p.svg
ramp_left,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/ramp_left.svg
do_not_disturb_on,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/do_not_disturb_on.svg
receipt_long,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/receipt_long.svg
assured_workload,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/assured_workload.svg
notification_add,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/notification_add.svg
discount,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/discount.svg
not_interested,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/not_interested.svg
15mp,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/15mp.svg
mic_external_off,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/mic_external_off.svg
closed_caption_disabled,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/closed_caption_disabled.svg
man,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/man.svg
back_hand,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/back_hand.svg
work_outline,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/work_outline.svg
leaderboard,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/leaderboard.svg
expand_circle_down,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/expand_circle_down.svg
turn_right,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/turn_right.svg
gif_box,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/gif_box.svg
elderly_woman,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/elderly_woman.svg
turn_sharp_right,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/turn_sharp_right.svg
forward,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/forward.svg
text_rotation_angleup,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/text_rotation_angleup.svg
download,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/download.svg
home_repair_service,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/home_repair_service.svg
dns,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/dns.svg
shopping_cart,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/shopping_cart.svg
checklist_rtl,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/checklist_rtl.svg
local_bar,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/local_bar.svg
bookmark_border,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/bookmark_border.svg
perm_device_information,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/perm_device_information.svg
place,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/place.svg
do_not_disturb_on_total_silence,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/do_not_disturb_on_total_silence.svg
person_2,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/person_2.svg
record_voice_over,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/record_voice_over.svg
report_off,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/report_off.svg
warehouse,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/warehouse.svg
speed,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/speed.svg
ramp_right,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/ramp_right.svg
mood,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/mood.svg
adf_scanner,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/adf_scanner.svg
emoji_objects,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/emoji_objects.svg
pinch,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/pinch.svg
subscript,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/subscript.svg
desktop_windows,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/desktop_windows.svg
bluetooth_audio,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/bluetooth_audio.svg
12mp,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/12mp.svg
library_add,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/library_add.svg
timer_3,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/timer_3.svg
bluetooth,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/bluetooth.svg
pie_chart,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/pie_chart.svg
segment,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/segment.svg
10mp,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/10mp.svg
rectangle,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/rectangle.svg
mark_email_unread,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/mark_email_unread.svg
dashboard_customize,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/dashboard_customize.svg
code,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/code.svg
summarize,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/summarize.svg
hdr_auto_select,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/hdr_auto_select.svg
filter_1,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/filter_1.svg
add_road,/home/gust/projects/icon-recognizer/material-design-icons/svg/filled/add_road.svg
